AJ516_race4_FUN_000027	AJ516_race4_FUN_000027
AJ516_race4_FUN_000027	AJ520_race1_FUN_000015
AJ516_race4_FUN_000027	AJ865_race1_FUN_000014
AJ516_race4_FUN_000027	Fusarium_kalimantanense_ex_type-barcode07_FUN_000026
AJ516_race4_FUN_000027	GCA_016166325_FUN_000030
AJ516_race4_FUN_000027	GCA_016170085_FUN_000014
AJ516_race4_FUN_000027	GCA_048164945_FUN_000019
AJ516_race4_FUN_000027	GCA_018894095_FUN_000071
AJ516_race4_FUN_000027	GCA_038050555_FUN_000006
AJ705_race4_FUN_000001	AJ705_race4_FUN_000001
AJ705_race4_FUN_000001	AJ592_race4_FUN_000062
AJ705_race4_FUN_000009	AJ705_race4_FUN_000009
AJ705_race4_FUN_000025	AJ705_race4_FUN_000025
AJ718_race1_FUN_000094	AJ718_race1_FUN_000094
AJ718_race1_FUN_000292	AJ718_race1_FUN_000292
AJ718_race1_FUN_000294	AJ718_race1_FUN_000294
Fola1ENZA_FUN_000004	Fola1ENZA_FUN_000004
Fola1ENZA_FUN_000004	Fola4ENZA_FUN_000003
Fola1ENZA_FUN_000004	GCA_000260495_FUN_000001
Fola1ENZA_FUN_000004	GCA_001702695_FUN_000003
Fola1ENZA_FUN_000004	GCA_014843455_FUN_000002
Fola1ENZA_FUN_000069	Fola1ENZA_FUN_000069
Fola1ENZA_FUN_000069	Fola3ENZA_FUN_000009
Fola1ENZA_FUN_000069	GCA_014843445_FUN_000023
Fola1ENZA_FUN_000069	GCA_020796175_FUN_000007
Fola1ENZA_FUN_000069	GCA_014839635_FUN_000049
Fola2ENZA_FUN_000005	Fola2ENZA_FUN_000005
Fola2ENZA_FUN_000025	Fola2ENZA_FUN_000025
Fola2ENZA_FUN_000025	Fola3ENZA_FUN_000003
Fola2ENZA_FUN_000025	Fusarium_cugenangense_ex_type-barcode01_FUN_000018
Fola2ENZA_FUN_000025	Fusarium_phialophorum-barcode15_FUN_000014
Fola2ENZA_FUN_000025	GCA_013347535_FUN_000020
Fola2ENZA_FUN_000025	GCA_014843415_FUN_000015
Fola2ENZA_FUN_000025	GCA_014843445_FUN_000018
Fola2ENZA_FUN_000025	GCA_014843555_FUN_000004
Fola2ENZA_FUN_000025	GCA_001703455_FUN_000164
Fola2ENZA_FUN_000025	Fusarium_gossypinum_ex_type_FUN_000200
Fusarium_duoseptatum_ex_type-barcode03_FUN_000086	Fusarium_duoseptatum_ex_type-barcode03_FUN_000086
