Fusarium_duoseptatum_ex_type-barcode03_contig_32-rna_187	Fusarium_duoseptatum_ex_type-barcode03_contig_32-rna_187	16	1.067E+00	1.000E+00	1.000E+00	0.000E+00
Fusarium_duoseptatum_ex_type-barcode03_contig_32-rna_230	Fusarium_duoseptatum_ex_type-barcode03_contig_32-rna_230	43	1.024E+00	1.000E+00	1.000E+00	0.000E+00
Fusarium_duoseptatum_ex_type-barcode03_contig_32-rna_230	GCA_048164945.1_CM106970.1-rna_1513	38	1.988E-01	1.653E-01	1.615E-01	1.035E+01
GCA_019671045.1_JAHHCX010000051.1-rna_1638	GCA_019671045.1_JAHHCX010000051.1-rna_1638	11	1.100E+00	1.000E+00	1.000E+00	0.000E+00
GCA_020796175.1_JAJGYP010000015.1-rna_1139	GCA_009755825.1_WJXY01000099.1-rna_395	58	1.018E+00	1.000E+00	1.000E+00	1.095E-02
GCA_020796175.1_JAJGYP010000015.1-rna_1139	GCA_020796175.1_JAJGYP010000015.1-rna_1139	58	1.018E+00	1.000E+00	1.000E+00	1.095E-02
GCA_020796175.1_JAJGYP010000015.1-rna_1139	GCA_013423235.1_CM023998.1-rna_210	57	2.273E-01	2.196E-01	1.576E-01	1.577E+01
GCA_021018635.1_JAIUCW010000065.1-rna_1576	GCA_021018635.1_JAIUCW010000065.1-rna_1576	70	1.014E+00	1.000E+00	1.000E+00	0.000E+00
GCA_021018635.1_JAIUCW010000065.1-rna_1576	GCA_000260495.2_JH659537.1-rna_1111	18	1.754E-01	1.471E-01	1.850E-01	3.862E+00
GCA_014843445.1_JAAOOM010000006.1-rna_279	GCA_014843445.1_JAAOOM010000006.1-rna_279	120	1.008E+00	1.000E+00	1.000E+00	1.524E-02
GCA_014843445.1_JAAOOM010000006.1-rna_279	Fola3ENZA_Fola3_chr3-rna_1593	120	5.857E-01	5.884E-01	5.884E-01	6.805E+00
GCA_014843445.1_JAAOOM010000006.1-rna_279	Fusarium_cugenangense_ex_type-barcode01_scaffold_2-rna_353	120	5.857E-01	5.884E-01	5.884E-01	6.805E+00
GCA_014843445.1_JAAOOM010000006.1-rna_279	Fusarium_elaeidis_ex_type_NODE_255_length_1183171_cov_64.021584-rna_160	120	5.857E-01	5.884E-01	5.884E-01	6.805E+00
GCA_014843445.1_JAAOOM010000006.1-rna_279	GCA_038050555.1_JBBJCF010000006.1-rna_1093	120	5.857E-01	5.884E-01	5.884E-01	6.805E+00
GCA_014843445.1_JAAOOM010000006.1-rna_279	GCA_049306905.1_CM111177.1-rna_965	49	2.003E-01	1.215E-01	1.818E-01	1.385E+01
GCA_038050555.1_JBBJCF010000006.1-rna_1093	Fola3ENZA_Fola3_chr3-rna_1593	120	1.008E+00	1.000E+00	1.000E+00	6.153E-03
GCA_038050555.1_JBBJCF010000006.1-rna_1093	Fusarium_cugenangense_ex_type-barcode01_scaffold_2-rna_353	120	1.008E+00	1.000E+00	1.000E+00	6.153E-03
GCA_038050555.1_JBBJCF010000006.1-rna_1093	Fusarium_elaeidis_ex_type_NODE_255_length_1183171_cov_64.021584-rna_160	120	1.008E+00	1.000E+00	1.000E+00	6.153E-03
GCA_038050555.1_JBBJCF010000006.1-rna_1093	GCA_038050555.1_JBBJCF010000006.1-rna_1093	120	1.008E+00	1.000E+00	1.000E+00	6.153E-03
GCA_038050555.1_JBBJCF010000006.1-rna_1093	GCA_014843445.1_JAAOOM010000006.1-rna_279	120	5.857E-01	5.884E-01	5.884E-01	6.805E+00
Fola3ENZA_Fola3_chr3-rna_1593	Fola3ENZA_Fola3_chr3-rna_1593	120	1.008E+00	1.000E+00	1.000E+00	6.153E-03
Fola3ENZA_Fola3_chr3-rna_1593	Fusarium_cugenangense_ex_type-barcode01_scaffold_2-rna_353	120	1.008E+00	1.000E+00	1.000E+00	6.153E-03
Fola3ENZA_Fola3_chr3-rna_1593	Fusarium_elaeidis_ex_type_NODE_255_length_1183171_cov_64.021584-rna_160	120	1.008E+00	1.000E+00	1.000E+00	6.153E-03
Fola3ENZA_Fola3_chr3-rna_1593	GCA_038050555.1_JBBJCF010000006.1-rna_1093	120	1.008E+00	1.000E+00	1.000E+00	6.153E-03
