Fola3ENZA_FUN_000004_model	Fola3ENZA_FUN_000004_model	117	1.009E+00	1.000E+00	1.000E+00	1.328E-02
Fola3ENZA_FUN_000004_model	Fusarium_cugenangense_ex_type-barcode01_FUN_000020_model	117	1.009E+00	9.999E-01	9.999E-01	4.271E-02
Fola3ENZA_FUN_000004_model	Fusarium_cugenangense_ex_type-barcode01_FUN_015759_model	117	1.009E+00	9.999E-01	9.999E-01	4.426E-02
Fola3ENZA_FUN_000004_model	GCA_013347535_FUN_000022_model	117	1.009E+00	9.999E-01	9.999E-01	4.821E-02
Fola3ENZA_FUN_000004_model	GCA_013347535_FUN_017331_model	117	1.008E+00	9.997E-01	9.997E-01	8.221E-02
Fola3ENZA_FUN_000004_model	GCA_014843415_FUN_000017_model	117	1.008E+00	9.998E-01	9.998E-01	7.492E-02
Fola3ENZA_FUN_000004_model	GCA_014843415_FUN_017845_model	117	1.009E+00	1.000E+00	1.000E+00	1.328E-02
Fola3ENZA_FUN_000004_model	GCA_014843445_FUN_000019_model	117	1.008E+00	9.999E-01	9.999E-01	5.900E-02
Fola3ENZA_FUN_000004_model	GCA_014843555_FUN_000006_model	117	1.008E+00	9.998E-01	9.998E-01	6.932E-02
Fola3ENZA_FUN_000004_model	GCA_014843555_FUN_017805_model	117	1.008E+00	9.997E-01	9.997E-01	8.270E-02
Fola3ENZA_FUN_000004_model	Fola4ENZA_FUN_017732_model	117	9.020E-01	8.949E-01	8.949E-01	1.812E+00
Fola3ENZA_FUN_000004_model	GCA_021018635_FUN_000007_model	117	9.005E-01	8.934E-01	8.934E-01	1.826E+00
Fola3ENZA_FUN_000004_model	GCA_000260495_FUN_000006_model	117	8.965E-01	8.895E-01	8.895E-01	1.856E+00
Fola3ENZA_FUN_000004_model	GCA_014843455_FUN_017540_model	117	8.939E-01	8.869E-01	8.869E-01	1.868E+00
Fola3ENZA_FUN_000004_model	GCA_032206225_FUN_000003_model	117	8.949E-01	8.880E-01	8.880E-01	1.859E+00
Fola3ENZA_FUN_000004_model	GCA_001702695_FUN_000008_model	117	8.919E-01	8.850E-01	8.850E-01	1.896E+00
Fola3ENZA_FUN_000004_model	GCA_013423235_FUN_000001_model	117	7.716E-01	7.652E-01	7.348E-01	8.282E+00
Fola3ENZA_FUN_000004_model	GCA_003315725_FUN_000002_model	117	7.478E-01	7.426E-01	7.426E-01	9.050E+00
Fola3ENZA_FUN_000004_model	GCA_014843455_FUN_000007_model	117	7.470E-01	7.412E-01	7.412E-01	9.056E+00
Fola3ENZA_FUN_000004_model	Fola4ENZA_FUN_000008_model	117	7.469E-01	7.411E-01	7.411E-01	9.052E+00
Fola3ENZA_FUN_000004_model	GCA_001702695_FUN_015873_model	117	7.470E-01	7.411E-01	7.411E-01	9.049E+00
Fola3ENZA_FUN_000004_model	GCA_018894095_FUN_000077_model	103	3.059E-01	2.295E-01	7.277E-02	1.113E+01
Fola3ENZA_FUN_000004_model	GCA_000259975_FUN_000015_model	74	3.410E-01	2.174E-01	1.937E-01	8.739E+00
Fola3ENZA_FUN_000004_model	GCA_049306905_FUN_000029_model	90	3.452E-01	2.173E-01	6.330E-02	1.247E+01
Fola3ENZA_FUN_000004_model	GCA_049307005_FUN_000032_model	90	3.452E-01	2.173E-01	6.330E-02	1.246E+01
Fola3ENZA_FUN_000004_model	GCA_049307005_FUN_016431_model	90	3.452E-01	2.173E-01	6.330E-02	1.247E+01
Fola3ENZA_FUN_000004_model	GCA_050947165_FUN_000034_model	155	1.688E-01	1.619E-01	1.072E-01	1.694E+01
Fola3ENZA_FUN_000004_model	GCA_023509805_FUN_000049_model	123	1.527E-01	1.230E-01	8.420E-02	2.133E+01
Fola3ENZA_FUN_000004_model	GCA_023509805_FUN_017528_model	123	1.527E-01	1.231E-01	8.422E-02	2.130E+01
Fola3ENZA_FUN_000004_model	GCA_014839635_FUN_000049_model	167	1.553E-01	1.411E-01	7.502E-02	1.534E+01
Fola3ENZA_FUN_000004_model	GCA_014839635_FUN_017793_model	167	1.553E-01	1.411E-01	7.502E-02	1.534E+01
Fola3ENZA_FUN_000004_model	GCA_048164945_FUN_000024_model	110	2.925E-01	2.228E-01	7.803E-02	1.111E+01
Fola3ENZA_FUN_000004_model	GCA_025267645_FUN_000212_model	73	3.099E-01	1.945E-01	1.364E-01	7.937E+00
Fola3ENZA_FUN_000004_model	GCA_020796175_FUN_000123_model	86	2.216E-01	1.627E-01	1.908E-01	1.280E+01
Fola3ENZA_FUN_000004_model	Fusarium_duoseptatum_ex_type-barcode03_FUN_000160_model	105	2.268E-01	1.770E-01	1.364E-01	1.393E+01
Fola3ENZA_FUN_000004_model	Fusarium_duoseptatum_ex_type-barcode03_FUN_015086_model	105	2.268E-01	1.770E-01	1.364E-01	1.393E+01
Fola3ENZA_FUN_000004_model	Fusarium_kalimantanense_ex_type-barcode07_FUN_000026_model	111	1.660E-01	1.201E-01	1.589E-01	1.772E+01
Fola3ENZA_FUN_000004_model	GCA_020796175_FUN_016658_model	83	2.260E-01	1.642E-01	1.916E-01	1.253E+01
Fola3ENZA_FUN_000004_model	GCA_050947235_FUN_015632_model	138	1.861E-01	1.689E-01	1.162E-01	1.484E+01
