AJ520_race1_FUN_000042_model	AJ520_race1_FUN_000042_model
AJ520_race1_FUN_000042_model	AJ592_race4_FUN_000025_model
AJ520_race1_FUN_000042_model	AJ865_race1_FUN_000042_model
AJ520_race1_FUN_000042_model	GCA_001703205_FUN_000057_model
AJ520_race1_FUN_000042_model	GCA_016166325_FUN_000066_model
AJ520_race1_FUN_000042_model	GCA_016166325_FUN_015735_model
AJ520_race1_FUN_000042_model	GCA_016170085_FUN_000049_model
AJ520_race1_FUN_000042_model	GCA_016170085_FUN_016319_model
AJ520_race1_FUN_000042_model	GCA_048164945_FUN_000047_model
AJ520_race1_FUN_000042_model	GCA_048164945_FUN_015606_model
AJ592_race4_FUN_000062_model	AJ592_race4_FUN_000062_model
AJ592_race4_FUN_000062_model	AJ592_race4_FUN_017409_model
AJ592_race4_FUN_000062_model	AJ705_race4_FUN_000001_model
AJ705_race4_FUN_000009_model	AJ705_race4_FUN_000009_model
AJ705_race4_FUN_017510_model	AJ705_race4_FUN_017510_model
AJ705_race4_FUN_017510_model	AJ705_race4_FUN_000025_model
AJ718_race1_FUN_000094_model	AJ718_race1_FUN_000094_model
AJ718_race1_FUN_000292_model	AJ718_race1_FUN_000292_model
AJ718_race1_FUN_017179_model	AJ718_race1_FUN_017179_model
AJ718_race1_FUN_017179_model	AJ718_race1_FUN_000294_model
Fola1ENZA_FUN_000069_model	Fola1ENZA_FUN_000069_model
Fola1ENZA_FUN_000069_model	Fola3ENZA_FUN_000009_model
Fola1ENZA_FUN_000069_model	Fola3ENZA_FUN_017322_model
Fola1ENZA_FUN_000069_model	GCA_014843445_FUN_000023_model
Fola1ENZA_FUN_000069_model	GCA_014843445_FUN_017795_model
Fola1ENZA_FUN_000069_model	GCA_020796175_FUN_000007_model
Fola1ENZA_FUN_000069_model	GCA_014839635_FUN_017793_model
Fola1ENZA_FUN_000069_model	GCA_014839635_FUN_000049_model
Fola2ENZA_FUN_000005_model	Fola2ENZA_FUN_000005_model
Fola2ENZA_FUN_000025_model	Fola2ENZA_FUN_000025_model
Fola2ENZA_FUN_000025_model	Fola2ENZA_FUN_017236_model
Fola2ENZA_FUN_000025_model	Fola3ENZA_FUN_000003_model
Fola2ENZA_FUN_000025_model	Fusarium_cugenangense_ex_type-barcode01_FUN_000018_model
Fola2ENZA_FUN_000025_model	Fusarium_phialophorum-barcode15_FUN_000014_model
Fola2ENZA_FUN_000025_model	GCA_013347535_FUN_000020_model
Fola2ENZA_FUN_000025_model	GCA_014843415_FUN_000015_model
Fola2ENZA_FUN_000025_model	GCA_014843445_FUN_000018_model
Fola2ENZA_FUN_000025_model	GCA_014843555_FUN_000004_model
Fusarium_duoseptatum_ex_type-barcode03_FUN_000087_model	Fusarium_duoseptatum_ex_type-barcode03_FUN_000087_model
Fusarium_duoseptatum_ex_type-barcode03_FUN_015086_model	Fusarium_duoseptatum_ex_type-barcode03_FUN_015086_model
Fusarium_duoseptatum_ex_type-barcode03_FUN_015086_model	Fusarium_duoseptatum_ex_type-barcode03_FUN_000160_model
Fusarium_duoseptatum_ex_type-barcode03_FUN_015086_model	GCA_025267645_FUN_000197_model
Fusarium_elaeidis_FUN_014227_model	Fusarium_elaeidis_FUN_014227_model
Fusarium_elaeidis_FUN_014227_model	Fusarium_elaeidis_ex_type_FUN_000250_model
Fusarium_elaeidis_FUN_014227_model	Fusarium_elaeidis_ex_type_FUN_015135_model
Fusarium_elaeidis_ex_type_FUN_000039_model	Fusarium_elaeidis_ex_type_FUN_000039_model
Fusarium_elaeidis_ex_type_FUN_000093_model	Fusarium_elaeidis_ex_type_FUN_000093_model
Fusarium_fabacearum_ex_type_FUN_000005_model	Fusarium_fabacearum_ex_type_FUN_000005_model
Fusarium_fabacearum_ex_type_FUN_000005_model	AJ520_race1_FUN_000054_model
Fusarium_fabacearum_ex_type_FUN_000005_model	AJ520_race1_FUN_016941_model
Fusarium_fabacearum_ex_type_FUN_000005_model	AJ592_race4_FUN_000037_model
Fusarium_fabacearum_ex_type_FUN_000005_model	AJ865_race1_FUN_000053_model
Fusarium_fabacearum_ex_type_FUN_000005_model	AJ865_race1_FUN_017170_model
Fusarium_fabacearum_ex_type_FUN_000005_model	GCA_001703205_FUN_000069_model
Fusarium_fabacearum_ex_type_FUN_000005_model	GCA_001703205_FUN_017192_model
Fusarium_fabacearum_ex_type_FUN_000005_model	GCA_009755825_FUN_016658_model
Fusarium_fabacearum_ex_type_FUN_000005_model	GCA_009755825_FUN_000084_model
Fusarium_fabacearum_ex_type_FUN_000114_model	Fusarium_fabacearum_ex_type_FUN_000114_model
Fusarium_fabacearum_ex_type_FUN_000267_model	Fusarium_fabacearum_ex_type_FUN_000267_model
Fusarium_fabacearum_ex_type_FUN_000267_model	Fusarium_fabacearum_ex_type_FUN_015685_model
Fusarium_fabacearum_ex_type_FUN_000267_model	GCA_002233855_FUN_000349_model
Fusarium_fabacearum_ex_type_FUN_000267_model	GCA_002233855_FUN_015429_model
Fusarium_glycines_ex_type_FUN_000042_model	Fusarium_glycines_ex_type_FUN_000042_model
Fusarium_glycines_ex_type_FUN_015843_model	Fusarium_glycines_ex_type_FUN_015843_model
Fusarium_glycines_ex_type_FUN_015843_model	Fusarium_glycines_ex_type_FUN_000047_model
Fusarium_gossypinum_ex_type_FUN_000050_model	Fusarium_gossypinum_ex_type_FUN_000050_model
Fusarium_gossypinum_ex_type_FUN_000050_model	GCA_001703455_FUN_000315_model
Fusarium_gossypinum_ex_type_FUN_000050_model	GCA_001703455_FUN_015240_model
Fusarium_gossypinum_ex_type_FUN_015321_model	Fusarium_gossypinum_ex_type_FUN_015321_model
Fusarium_gossypinum_ex_type_FUN_015321_model	Fusarium_gossypinum_ex_type_FUN_000315_model
Fusarium_kalimantanense_ex_type-barcode07_FUN_000007_model	Fusarium_kalimantanense_ex_type-barcode07_FUN_000007_model
Fusarium_kalimantanense_ex_type-barcode07_FUN_000007_model	AJ516_race4_FUN_000013_model
