AJ516_race4_JBCFYI010000019.1-rna_2534	AJ516_race4_JBCFYI010000019.1-rna_2534
AJ520_race1_JBCFYJ010000003.1-rna_97	AJ520_race1_JBCFYJ010000003.1-rna_97
AJ520_race1_JBCFYJ010000003.1-rna_97	AJ592_race4_JBCFYK010000003.1-rna_50
AJ520_race1_JBCFYJ010000003.1-rna_97	Fola1ENZA_Fola1_chr5-rna_756
AJ520_race1_JBCFYJ010000003.1-rna_97	Fola4ENZA_Fola4_chr4-rna_2849
AJ592_race4_JBCFYK010000003.1-rna_69	AJ592_race4_JBCFYK010000003.1-rna_69
AJ705_race4_JBCFYL010000015.1-rna_2110	AJ705_race4_JBCFYL010000015.1-rna_2110
AJ705_race4_JBCFYL010000015.1-rna_2124	AJ705_race4_JBCFYL010000015.1-rna_2124
AJ705_race4_JBCFYL010000015.1-rna_2217	AJ705_race4_JBCFYL010000015.1-rna_2217
AJ718_race1_JBCFYM010000015.1-rna_1470	AJ718_race1_JBCFYM010000015.1-rna_1470
AJ718_race1_JBCFYM010000015.1-rna_1470	GCA_001702845.1_MALF01000409.1-rna_596
AJ865_race1_JBCFYN010000013.1-rna_1146	AJ865_race1_JBCFYN010000013.1-rna_1146
AJ865_race1_JBCFYN010000013.1-rna_1238	AJ865_race1_JBCFYN010000013.1-rna_1238
Fola2ENZA_Fola2_chr2-rna_526	Fola2ENZA_Fola2_chr2-rna_526
Fola2ENZA_Fola2_chr4-rna_603	Fola2ENZA_Fola2_chr4-rna_603
Fola2ENZA_Fola2_chr5-rna_637	Fola2ENZA_Fola2_chr5-rna_637
Fola3ENZA_Fola3_chr3-rna_1593	Fola3ENZA_Fola3_chr3-rna_1593
Fola3ENZA_Fola3_chr3-rna_1593	Fusarium_cugenangense_ex_type-barcode01_scaffold_2-rna_353
Fola3ENZA_Fola3_chr3-rna_1593	Fusarium_elaeidis_ex_type_NODE_255_length_1183171_cov_64.021584-rna_160
Fola3ENZA_Fola3_chr3-rna_1593	GCA_014843445.1_JAAOOM010000006.1-rna_279
Fola3ENZA_Fola3_chr3-rna_1593	GCA_038050555.1_JBBJCF010000006.1-rna_1093
Fola3ENZA_Fola3_chr3-rna_1598	Fola3ENZA_Fola3_chr3-rna_1598
Fola3ENZA_Fola3_chr3-rna_1598	Fusarium_cugenangense_ex_type-barcode01_scaffold_2-rna_358
Fola3ENZA_Fola3_chr3-rna_1598	GCA_014843445.1_JAAOOM010000006.1-rna_284
Fola3ENZA_Fola3_chr3-rna_1598	GCA_038050555.1_JBBJCF010000006.1-rna_1098
Fola4ENZA_Fola4_chr4-gene_2868.t1	Fola4ENZA_Fola4_chr4-gene_2868.t1
Fola4ENZA_Fola4_chr4-gene_2868.t1	Fola1ENZA_Fola1_chr5-gene_775.t1
Fusarium_cugenangense_ex_type-barcode01_scaffold_2-rna_392	Fusarium_cugenangense_ex_type-barcode01_scaffold_2-rna_392
Fusarium_duoseptatum_ex_type-barcode03_contig_32-gene_235.t1	Fusarium_duoseptatum_ex_type-barcode03_contig_32-gene_235.t1
Fusarium_duoseptatum_ex_type-barcode03_contig_32-gene_235.t1	AJ865_race1_JBCFYN010000013.1-rna_1114
Fusarium_duoseptatum_ex_type-barcode03_contig_32-gene_235.t1	GCA_025217005.1_JAMSEZ010000758.1-rna_954
Fusarium_duoseptatum_ex_type-barcode03_contig_32-rna_187	Fusarium_duoseptatum_ex_type-barcode03_contig_32-rna_187
Fusarium_duoseptatum_ex_type-barcode03_contig_32-rna_230	Fusarium_duoseptatum_ex_type-barcode03_contig_32-rna_230
Fusarium_elaeidis_ex_type_NODE_17_length_763132_cov_63.011925-gene_43.t1	Fusarium_elaeidis_ex_type_NODE_17_length_763132_cov_63.011925-gene_43.t1
Fusarium_elaeidis_ex_type_NODE_17_length_763132_cov_63.011925-rna_64	Fusarium_elaeidis_ex_type_NODE_17_length_763132_cov_63.011925-rna_64
