6R5J_1_model	6R5J_1_model	68	1.015E+00	7.110E-03
6R5J_1_model	2MM0_1_model	63	9.016E-01	1.473E+00
6R5J_1_model	2MM2_1_model	64	8.764E-01	1.657E+00
6R5J_1_model	7NMM_2_model	62	7.513E-01	2.332E+00
6R5J_1_model	7NLJ_2_model	62	7.437E-01	2.377E+00
6R5J_1_model	6FUD_2_model	62	7.329E-01	2.447E+00
6R5J_1_model	8C8A_1_model	67	7.312E-01	2.921E+00
6R5J_1_model	5A6W_2_model	62	7.327E-01	2.435E+00
6R5J_1_model	6FU9_2_model	62	7.327E-01	2.435E+00
6R5J_1_model	6G10_2_model	62	7.327E-01	2.435E+00
6R5J_1_model	7A8X_2_model	62	7.338E-01	2.442E+00
6R5J_1_model	7B1I_2_model	62	7.368E-01	2.418E+00
6R5J_1_model	6FUB_1_model	62	7.330E-01	2.455E+00
6R5J_1_model	6G11_1_model	62	7.332E-01	2.454E+00
6R5J_1_model	2MYW_1_model	67	5.938E-01	3.675E+00
6R5J_1_model	2N37_1_model	68	5.826E-01	3.853E+00
6R5J_1_model	6Q76_2_model	67	5.964E-01	3.690E+00
6R5J_1_model	7ZKD_1_model	60	6.656E-01	2.989E+00
6R5J_1_model	5JHJ_1_model	67	5.906E-01	3.703E+00
6R5J_1_model	2MYV_1_model	62	7.615E-01	2.646E+00
6R5J_1_model	5Z1V_1_model	61	7.829E-01	2.329E+00
6R5J_1_model	7ZK0_1_model	66	6.069E-01	3.283E+00
6R5J_1_model	5ZNG_2_model	61	7.700E-01	2.581E+00
6R5J_1_model	2LW6_1_model	74	6.488E-01	3.985E+00
6R5J_1_model	8R7A_2_model	67	5.846E-01	4.273E+00
6R5J_1_model	7ZJY_1_model	60	4.751E-01	4.508E+00
6R5J_1_model	5XMZ_1_model	80	2.401E-01	1.335E+01
6R5J_1_model	8EBB_1_model	63	3.059E-01	1.282E+01
6R5J_1_model	1KG1_1_model	23	4.648E-01	3.201E+00
6R5J_1_model	7T6A_1_model	62	2.612E-01	1.033E+01
6R5J_1_model	8OXL_1_model	60	2.970E-01	1.190E+01
6R5J_1_model	8OXK_1_model	70	3.527E-01	9.691E+00
6R5J_1_model	7MQQ_1_model	41	4.587E-01	7.919E+00
6R5J_1_model	6SGO_1_model	58	3.060E-01	1.197E+01
6R5J_1_model	7T69_1_model	41	2.155E-01	8.504E+00
6R5J_1_model	5VJJ_1_model	32	2.755E-01	8.633E+00
6R5J_1_model	6FMB_1_model	53	2.681E-01	8.158E+00
6R5J_1_model	8DP8_1_model	106	2.640E-01	9.710E+00
6R5J_1_model	8OXJ_1_model	71	2.252E-01	1.196E+01
6R5J_1_model	5FID_1_model	54	3.754E-01	1.152E+01
6R5J_1_model	8DP9_1_model	53	2.244E-01	8.542E+00
6R5J_1_model	2QVT_1_model	27	2.086E-01	3.390E+00
6R5J_1_model	5FNO_1_model	36	3.004E-01	6.066E+00
6R5J_1_model	6BN0_1_model	35	3.619E-01	9.246E+00
6R5J_1_model	2OPC_1_model	27	2.369E-01	3.398E+00
6R5J_1_model	6ZUS_1_model	9	4.530E-01	2.177E+00
6R5J_1_model	9FEI_1_model	48	1.801E-01	1.101E+01
2LW6_1_model	2LW6_1_model	80	1.013E+00	2.440E-03
2LW6_1_model	8R7A_2_model	73	6.033E-01	3.203E+00
2LW6_1_model	7NLJ_2_model	72	6.624E-01	4.374E+00
2LW6_1_model	7NMM_2_model	72	6.752E-01	4.221E+00
2LW6_1_model	7A8X_2_model	71	6.590E-01	4.560E+00
2LW6_1_model	6FUD_2_model	71	6.623E-01	4.541E+00
2LW6_1_model	6FUB_1_model	71	6.630E-01	4.538E+00
2LW6_1_model	6G11_1_model	71	6.630E-01	4.538E+00
2LW6_1_model	5A6W_2_model	71	6.589E-01	4.544E+00
2LW6_1_model	6FU9_2_model	71	6.588E-01	4.545E+00
2LW6_1_model	6G10_2_model	71	6.589E-01	4.544E+00
2LW6_1_model	7B1I_2_model	71	6.548E-01	4.676E+00
2LW6_1_model	6R5J_1_model	74	6.488E-01	3.985E+00
2LW6_1_model	5Z1V_1_model	68	6.246E-01	4.004E+00
2LW6_1_model	8C8A_1_model	71	6.350E-01	3.873E+00
2LW6_1_model	7ZKD_1_model	77	4.152E-01	5.058E+00
2LW6_1_model	2MM0_1_model	70	6.334E-01	3.743E+00
2LW6_1_model	2MM2_1_model	76	5.565E-01	4.541E+00
2LW6_1_model	7ZK0_1_model	68	4.324E-01	5.245E+00
2LW6_1_model	5ZNG_2_model	41	6.361E-01	5.604E+00
2LW6_1_model	2MYV_1_model	62	4.468E-01	8.685E+00
2LW6_1_model	5JHJ_1_model	71	3.626E-01	6.192E+00
2LW6_1_model	8OXL_1_model	64	3.017E-01	8.614E+00
2LW6_1_model	5FNO_1_model	46	3.921E-01	7.721E+00
2LW6_1_model	7ZJY_1_model	73	2.536E-01	8.837E+00
2LW6_1_model	6WES_1_model	68	2.887E-01	1.544E+01
2LW6_1_model	6Q76_2_model	72	3.627E-01	6.010E+00
2LW6_1_model	2MYW_1_model	72	3.520E-01	6.270E+00
2LW6_1_model	5OD4_1_model	70	2.992E-01	9.117E+00
2LW6_1_model	2N37_1_model	68	2.169E-01	1.065E+01
2LW6_1_model	7T6A_1_model	47	3.499E-01	6.263E+00
2LW6_1_model	8OXI_1_model	52	3.236E-01	5.920E+00
2LW6_1_model	2OPC_1_model	73	2.898E-01	8.884E+00
2LW6_1_model	8ACX_1_model	36	3.314E-01	6.998E+00
2LW6_1_model	6SGO_1_model	26	4.655E-01	4.060E+00
2LW6_1_model	4GVB_2_model	93	1.359E-01	1.197E+01
2LW6_1_model	7T69_1_model	57	2.091E-01	1.346E+01
5VJJ_1_model	5VJJ_1_model	91	1.011E+00	0.000E+00
5VJJ_1_model	8V1J_1_model	61	2.824E-01	7.871E+00
5VJJ_1_model	8OXL_1_model	55	5.267E-01	3.893E+00
5VJJ_1_model	7T69_1_model	25	4.582E-01	3.401E+00
5VJJ_1_model	6SGO_1_model	19	3.223E-01	3.826E+00
5VJJ_1_model	8OXH_1_model	69	3.991E-01	5.562E+00
5VJJ_1_model	9FYC_2_model	78	2.116E-01	1.413E+01
5VJJ_1_model	8R7A_2_model	49	3.185E-01	8.955E+00
5VJJ_1_model	4BJM_1_model	11	4.756E-01	2.040E+00
5VJJ_1_model	6R5J_1_model	34	2.355E-01	8.817E+00
5VJJ_1_model	1ZLD_1_model	21	4.854E-01	2.867E+00
5VJJ_1_model	7T6A_1_model	31	2.265E-01	5.660E+00
5VJJ_1_model	2MM2_1_model	30	2.090E-01	7.907E+00
5VJJ_1_model	7PP2_2_model	17	2.789E-01	2.894E+00
5VJJ_1_model	5A6W_2_model	30	2.547E-01	9.958E+00
5VJJ_1_model	6FU9_2_model	30	2.548E-01	9.958E+00
5VJJ_1_model	6FUB_1_model	30	2.557E-01	9.984E+00
5VJJ_1_model	6FUD_2_model	30	2.557E-01	9.966E+00
5VJJ_1_model	6G10_2_model	30	2.547E-01	9.958E+00
5VJJ_1_model	6G11_1_model	30	2.557E-01	9.984E+00
5VJJ_1_model	7A8X_2_model	30	2.574E-01	9.985E+00
5VJJ_1_model	7B1I_2_model	30	2.523E-01	9.958E+00
5VJJ_1_model	5FNO_1_model	19	3.316E-01	4.732E+00
