foec_2_cluster_269_JAIUCW010000012.1-rna:151	foec_2_cluster_269_JAIUCW010000012.1-rna:151
foec_2_cluster_269_JAIUCW010000012.1-rna:151	foec_2_cluster_269_CM010341.1-rna:67
foec_2_cluster_26_Fola3_chr5-gene:1988.t1	foec_2_cluster_26_Fola3_chr5-gene:1988.t1
foec_2_cluster_26_JBCFYK010000009.1-rna:1045	foec_2_cluster_26_JBCFYK010000009.1-rna:1045
foec_2_cluster_270_QESU01000164.1-rna:382	foec_2_cluster_270_QESU01000164.1-rna:382
foec_2_cluster_270_QESU01000164.1-rna:382	foec_2_cluster_270_JAIUCW010000048.1-rna:1249
foec_2_cluster_271_WJXY01000229.1-rna:667	foec_2_cluster_271_WJXY01000229.1-rna:667
foec_2_cluster_271_WJXY01000229.1-rna:667	foec_2_cluster_271_JAJGYP010000019.1-rna:1527
foec_2_cluster_272_WJXY01000229.1-rna:680	foec_2_cluster_272_WJXY01000229.1-rna:680
foec_2_cluster_272_WJXY01000229.1-rna:680	foec_2_cluster_272_JAJGYP010000019.1-rna:1540
foec_2_cluster_273_WJXY01000229.1-rna:673	foec_2_cluster_273_WJXY01000229.1-rna:673
foec_2_cluster_273_WJXY01000229.1-rna:673	foec_2_cluster_273_JAJGYP010000019.1-rna:1533
foec_2_cluster_274_WJXY01000287.1-rna:1086	foec_2_cluster_274_WJXY01000287.1-rna:1086
foec_2_cluster_274_WJXY01000287.1-rna:1086	foec_2_cluster_274_JAJGYP010000018.1-rna:1358
foec_2_cluster_275_JAKELM010000006.1-rna:525	foec_2_cluster_275_JAKELM010000006.1-rna:525
foec_2_cluster_275_JAKELM010000006.1-rna:525	foec_2_cluster_275_CM083095.1-rna:939
foec_2_cluster_276_JAKELM010000006.1-rna:577	foec_2_cluster_276_JAKELM010000006.1-rna:577
foec_2_cluster_276_JAKELM010000006.1-rna:577	foec_2_cluster_276_CM083095.1-rna:991
foec_2_cluster_277_JAKELM010000006.1-rna:568	foec_2_cluster_277_JAKELM010000006.1-rna:568
foec_2_cluster_277_JAKELM010000006.1-rna:568	foec_2_cluster_277_CM083095.1-rna:982
foec_2_cluster_278_JAKELM010000006.1-rna:580	foec_2_cluster_278_JAKELM010000006.1-rna:580
foec_2_cluster_278_JAKELM010000006.1-rna:580	foec_2_cluster_278_CM083095.1-rna:994
foec_2_cluster_279_JAKELM010000048.1-rna:3972	foec_2_cluster_279_JAKELM010000048.1-rna:3972
foec_2_cluster_279_JAKELM010000048.1-rna:3972	foec_2_cluster_279_JACSDM010000048.1-rna:3651
foec_2_cluster_27_JBCFYL010000013.1-rna:1860	foec_2_cluster_27_JBCFYL010000013.1-rna:1860
foec_2_cluster_27_JBCFYL010000013.1-rna:1860	foec_2_cluster_27_JAMSDW010000212.1-rna:942
foec_2_cluster_280_JAKELM010000017.1-rna:1849	foec_2_cluster_280_JAKELM010000017.1-rna:1849
foec_2_cluster_280_JAKELM010000017.1-rna:1849	foec_2_cluster_280_JACSDM010000047.1-rna:3551
